Time, acc_x, acc_y, acc_y, altitude, MPU_x,  MPU_y, MPU_z, 
7360766, 0.31,  -0.35,  0.82,  21024.44,  0.33,  -0.61,  0.70,  
7361766, 0.33,  -0.34,  0.82,  21023.50,  0.35,  -0.59,  0.70,  
7362766, 0.33,  -0.35,  0.80,  21022.06,  0.34,  -0.60,  0.68,  
7363767, 0.31,  -0.35,  0.78,  21027.57,  0.33,  -0.60,  0.67,  
7364766, 0.30,  -0.34,  0.78,  21028.92,  0.32,  -0.58,  0.68,  
7365767, 0.30,  -0.32,  0.78,  21033.67,  0.32,  -0.58,  0.66,  
7366766, 0.31,  -0.32,  0.80,  21031.21,  0.32,  -0.58,  0.67,  
7367767, 0.31,  -0.37,  0.75,  21031.49,  0.34,  -0.64,  0.64,  
7368767, 0.30,  -0.35,  0.78,  21035.27,  0.33,  -0.60,  0.67,  
7369724, 0.31,  -0.35,  0.80,  21035.69,  0.34,  -0.60,  0.68,  
7370687, 0.31,  -0.35,  0.81,  21037.93,  0.33,  -0.60,  0.68,  
7372100, 0.30,  -0.34,  0.82,  21040.32,  0.32,  -0.59,  0.70,  
7373100, 0.31,  -0.36,  0.80,  21044.56,  0.33,  -0.61,  0.68,  
7374100, 0.31,  -0.32,  0.84,  21049.32,  0.33,  -0.57,  0.73,  
7375099, 0.31,  -0.35,  0.80,  21049.89,  0.34,  -0.60,  0.68,  
7376100, 0.31,  -0.32,  0.81,  21048.61,  0.33,  -0.57,  0.69,  
7377100, 0.31,  -0.35,  0.78,  21052.28,  0.33,  -0.60,  0.66,  
7378100, 0.30,  -0.35,  0.77,  21057.10,  0.33,  -0.60,  0.65,  
7379100, 0.30,  -0.32,  0.78,  21058.99,  0.32,  -0.57,  0.66,  
7380100, 0.30,  -0.35,  0.77,  21059.83,  0.33,  -0.60,  0.64,  
7381099, 0.30,  -0.35,  0.78,  21062.82,  0.32,  -0.60,  0.68,  
7382100, 0.30,  -0.35,  0.80,  21064.83,  0.32,  -0.60,  0.68,  
7383100, 0.31,  -0.36,  0.80,  21063.65,  0.33,  -0.61,  0.69,  
7384100, 0.31,  -0.34,  0.82,  21063.78,  0.33,  -0.58,  0.71,  
7385100, 0.30,  -0.35,  0.81,  21069.47,  0.33,  -0.60,  0.71,  
7386100, 0.31,  -0.35,  0.81,  21066.99,  0.33,  -0.60,  0.70,  
7387101, 0.31,  -0.35,  0.81,  21071.64,  0.33,  -0.60,  0.70,  
7388100, 0.30,  -0.34,  0.81,  21073.67,  0.32,  -0.59,  0.70,  
7389101, 0.30,  -0.34,  0.78,  21076.70,  0.32,  -0.59,  0.68,  
7390100, 0.30,  -0.34,  0.77,  21081.10,  0.32,  -0.58,  0.66,  
7391100, 0.30,  -0.32,  0.80,  21080.93,  0.31,  -0.58,  0.68,  
7393554, 0.30,  -0.35,  0.81,  21085.72,  0.32,  -0.60,  0.69,  
7394554, 0.30,  -0.35,  0.81,  21090.00,  0.32,  -0.59,  0.71,  
7395555, 0.31,  -0.36,  0.81,  21091.96,  0.33,  -0.61,  0.70,  
7396554, 0.31,  -0.36,  0.81,  21090.24,  0.32,  -0.61,  0.69,  
7397555, 0.30,  -0.35,  0.82,  21092.26,  0.32,  -0.60,  0.70,  
7398554, 0.30,  -0.35,  0.80,  21096.21,  0.32,  -0.60,  0.70,  
7399555, 0.30,  -0.34,  0.80,  21094.72,  0.32,  -0.59,  0.67,  
7400555, 0.30,  -0.35,  0.78,  21100.79,  0.32,  -0.60,  0.65,  
7401554, 0.30,  -0.34,  0.81,  21099.99,  0.32,  -0.59,  0.70,  
7402555, 0.30,  -0.35,  0.78,  21104.08,  0.33,  -0.61,  0.67,  
7403554, 0.31,  -0.34,  0.80,  21104.74,  0.33,  -0.59,  0.68,  
7404555, 0.31,  -0.34,  0.81,  21107.29,  0.33,  -0.58,  0.71,  
7405555, 0.30,  -0.36,  0.80,  21110.72,  0.32,  -0.62,  0.68,  
7406555, 0.30,  -0.36,  0.78,  21110.31,  0.32,  -0.63,  0.67,  
7407555, 0.30,  -0.32,  0.82,  21112.27,  0.32,  -0.57,  0.70,  
7408555, 0.30,  -0.32,  0.84,  21118.20,  0.31,  -0.57,  0.72,  
7409555, 0.30,  -0.35,  0.80,  21117.84,  0.32,  -0.60,  0.68,  
7410555, 0.30,  -0.32,  0.78,  21120.73,  0.32,  -0.59,  0.65,  
7411555, 0.30,  -0.32,  0.81,  21121.97,  0.31,  -0.57,  0.69,  
7412555, 0.33,  -0.32,  0.80,  21125.89,  0.34,  -0.58,  0.69,  
7413555, 0.31,  -0.35,  0.78,  21126.50,  0.34,  -0.59,  0.69,  
7414555, 0.34,  -0.30,  0.84,  21132.31,  0.35,  -0.55,  0.73,  
7415556, 0.36,  -0.30,  0.87,  21132.33,  0.36,  -0.54,  0.75,  
7416555, 0.33,  -0.34,  0.84,  21134.06,  0.35,  -0.59,  0.73,  
7417555, 0.30,  -0.35,  0.80,  21132.83,  0.32,  -0.60,  0.69,  
7418555, 0.30,  -0.32,  0.82,  21138.07,  0.32,  -0.57,  0.70,  
7419555, 0.31,  -0.34,  0.81,  21139.99,  0.33,  -0.60,  0.69,  
7420556, 0.33,  -0.34,  0.78,  21142.41,  0.34,  -0.58,  0.68,  
7421555, 0.30,  -0.36,  0.74,  21143.05,  0.32,  -0.62,  0.64,  
7422556, 0.31,  -0.36,  0.80,  21141.97,  0.33,  -0.61,  0.69,  
7423555, 0.30,  -0.37,  0.75,  21148.37,  0.33,  -0.63,  0.64,  
7424556, 0.31,  -0.32,  0.81,  21148.90,  0.32,  -0.56,  0.68,  
7425555, 0.33,  -0.30,  0.87,  21151.75,  0.34,  -0.54,  0.75,  
7426555, 0.31,  -0.34,  0.82,  21152.56,  0.33,  -0.57,  0.72,  
7427556, 0.30,  -0.34,  0.81,  21153.57,  0.32,  -0.58,  0.70,  
7428555, 0.31,  -0.35,  0.81,  21157.73,  0.32,  -0.60,  0.71,  
7429556, 0.30,  -0.31,  0.85,  21158.45,  0.32,  -0.56,  0.74,  
7430555, 0.31,  -0.37,  0.77,  21158.57,  0.34,  -0.63,  0.66,  
7431556, 0.31,  -0.39,  0.75,  21162.12,  0.33,  -0.65,  0.65,  
7432556, 0.28,  -0.30,  0.87,  21165.41,  0.29,  -0.54,  0.74,  
7433555, 0.28,  -0.31,  0.84,  21168.25,  0.31,  -0.55,  0.72,  
7434556, 0.33,  -0.31,  0.81,  21170.71,  0.33,  -0.55,  0.69,  
7435555, 0.34,  -0.31,  0.81,  21170.49,  0.35,  -0.56,  0.69,  
7436556, 0.34,  -0.31,  0.81,  21175.02,  0.34,  -0.57,  0.69,  
7437556, 0.30,  -0.35,  0.81,  21176.04,  0.32,  -0.59,  0.70,  
7438556, 0.31,  -0.35,  0.80,  21179.74,  0.33,  -0.60,  0.68,  
7439556, 0.31,  -0.36,  0.80,  21177.46,  0.33,  -0.61,  0.70,  
7440556, 0.33,  -0.31,  0.84,  21180.05,  0.33,  -0.55,  0.74,  
7441556, 0.36,  -0.28,  0.85,  21184.79,  0.36,  -0.53,  0.75,  
7442556, 0.34,  -0.28,  0.85,  21186.59,  0.35,  -0.53,  0.75,  
7443556, 0.34,  -0.31,  0.84,  21189.66,  0.34,  -0.55,  0.73,  
7444556, 0.31,  -0.36,  0.78,  21191.79,  0.33,  -0.61,  0.68,  
7445556, 0.31,  -0.37,  0.75,  21194.89,  0.34,  -0.63,  0.65,  
7446556, 0.30,  -0.32,  0.80,  21196.49,  0.32,  -0.58,  0.68,  
7447557, 0.30,  -0.36,  0.75,  21197.65,  0.33,  -0.62,  0.65,  
7448556, 0.31,  -0.31,  0.81,  21198.60,  0.33,  -0.56,  0.69,  
7449556, 0.33,  -0.32,  0.80,  21199.03,  0.34,  -0.58,  0.69,  
7450556, 0.31,  -0.34,  0.80,  21201.03,  0.33,  -0.60,  0.69,  
7451556, 0.31,  -0.36,  0.80,  21203.11,  0.34,  -0.62,  0.68,  
7452556, 0.30,  -0.35,  0.80,  21205.17,  0.33,  -0.60,  0.68,  
7453556, 0.30,  -0.37,  0.77,  21207.71,  0.33,  -0.63,  0.66,  
7454557, 0.30,  -0.35,  0.78,  21211.29,  0.33,  -0.61,  0.67,  
7455556, 0.30,  -0.34,  0.78,  21209.94,  0.33,  -0.59,  0.68,  
7456557, 0.30,  -0.34,  0.78,  21213.27,  0.33,  -0.59,  0.68,  
7457556, 0.30,  -0.35,  0.78,  21215.87,  0.32,  -0.60,  0.66,  
7458556, 0.30,  -0.34,  0.78,  21218.47,  0.32,  -0.59,  0.68,  
7459557, 0.31,  -0.34,  0.78,  21219.63,  0.33,  -0.58,  0.68,  
7460556, 0.31,  -0.34,  0.78,  21220.11,  0.33,  -0.59,  0.68,  
7461557, 0.31,  -0.35,  0.78,  21223.25,  0.34,  -0.60,  0.69,  
7462556, 0.31,  -0.36,  0.78,  21225.12,  0.33,  -0.62,  0.69,  
7463557, 0.31,  -0.35,  0.80,  21227.87,  0.33,  -0.60,  0.69,  
7464557, 0.31,  -0.35,  0.81,  21228.41,  0.33,  -0.60,  0.70,  
7465556, 0.31,  -0.35,  0.80,  21230.70,  0.33,  -0.60,  0.69,  
7466557, 0.31,  -0.35,  0.80,  21235.09,  0.34,  -0.60,  0.69,  
7467556, 0.33,  -0.34,  0.80,  21234.56,  0.33,  -0.58,  0.70,  
7468557, 0.33,  -0.32,  0.82,  21236.64,  0.34,  -0.56,  0.71,  
7469557, 0.33,  -0.30,  0.82,  21240.07,  0.34,  -0.54,  0.72,  
7470557, 0.33,  -0.30,  0.82,  21242.08,  0.34,  -0.55,  0.72,  
7471557, 0.34,  -0.31,  0.82,  21242.71,  0.34,  -0.55,  0.72,  
7472557, 0.33,  -0.31,  0.82,  21245.78,  0.33,  -0.55,  0.72,  
7473557, 0.31,  -0.34,  0.80,  21246.95,  0.33,  -0.57,  0.69,  
7474557, 0.31,  -0.32,  0.81,  21249.56,  0.32,  -0.58,  0.70,  
7475557, 0.31,  -0.34,  0.81,  21250.39,  0.33,  -0.59,  0.68,  
7476557, 0.31,  -0.35,  0.78,  21254.48,  0.34,  -0.60,  0.67,  
7477557, 0.31,  -0.34,  0.80,  21252.58,  0.33,  -0.59,  0.68,  
7478557, 0.31,  -0.34,  0.80,  21255.76,  0.32,  -0.59,  0.69,  
7479558, 0.30,  -0.34,  0.82,  21258.87,  0.32,  -0.58,  0.70,  
7480557, 0.31,  -0.34,  0.80,  21261.64,  0.33,  -0.59,  0.67,  
7481558, 0.30,  -0.36,  0.77,  21263.81,  0.33,  -0.61,  0.66,  
7482557, 0.31,  -0.35,  0.80,  21264.83,  0.33,  -0.60,  0.69,  
7483557, 0.31,  -0.35,  0.78,  21262.66,  0.33,  -0.61,  0.68,  
7484557, 0.30,  -0.36,  0.78,  21267.83,  0.32,  -0.62,  0.67,  
7485557, 0.30,  -0.34,  0.80,  21265.55,  0.31,  -0.59,  0.69,  
7486558, 0.30,  -0.34,  0.80,  21267.92,  0.32,  -0.59,  0.68,  
7487557, 0.30,  -0.32,  0.78,  21275.95,  0.32,  -0.57,  0.67,  
7488558, 0.31,  -0.32,  0.78,  21273.83,  0.33,  -0.57,  0.68,  
7489557, 0.31,  -0.32,  0.81,  21274.86,  0.33,  -0.57,  0.69,  
7490557, 0.31,  -0.34,  0.80,  21280.04,  0.33,  -0.59,  0.69,  
7491558, 0.31,  -0.35,  0.80,  21280.87,  0.33,  -0.60,  0.69,  
7492557, 0.31,  -0.34,  0.82,  21285.05,  0.33,  -0.59,  0.71,  
7493558, 0.33,  -0.34,  0.82,  21287.54,  0.34,  -0.58,  0.72,  
7494557, 0.31,  -0.32,  0.84,  21288.57,  0.33,  -0.57,  0.73,  
7495558, 0.33,  -0.34,  0.81,  21289.35,  0.35,  -0.58,  0.70,  
7496558, 0.31,  -0.35,  0.78,  21290.07,  0.33,  -0.60,  0.68,  
7497558, 0.30,  -0.32,  0.81,  21293.97,  0.32,  -0.56,  0.70,  
7498558, 0.31,  -0.31,  0.80,  21295.75,  0.32,  -0.56,  0.68,  
7499557, 0.30,  -0.30,  0.82,  21296.93,  0.32,  -0.54,  0.71,  
7500558, 0.33,  -0.32,  0.81,  21299.43,  0.33,  -0.57,  0.70,  
7501558, 0.31,  -0.32,  0.80,  21303.07,  0.34,  -0.57,  0.69,  
7502558, 0.31,  -0.37,  0.77,  21304.20,  0.33,  -0.63,  0.67,  
7503558, 0.31,  -0.37,  0.77,  21305.38,  0.33,  -0.63,  0.67,  
7504558, 0.31,  -0.35,  0.81,  21306.67,  0.33,  -0.60,  0.70,  
7505558, 0.33,  -0.34,  0.82,  21309.12,  0.34,  -0.58,  0.71,  
7506558, 0.31,  -0.35,  0.80,  21309.35,  0.33,  -0.60,  0.69,  
7507558, 0.31,  -0.34,  0.80,  21313.15,  0.33,  -0.59,  0.68,  
7508558, 0.31,  -0.34,  0.78,  21312.52,  0.33,  -0.58,  0.67,  
7509558, 0.31,  -0.35,  0.75,  21315.98,  0.34,  -0.60,  0.65,  
7510558, 0.31,  -0.35,  0.78,  21318.52,  0.34,  -0.60,  0.67,  
7511559, 0.31,  -0.35,  0.80,  21320.51,  0.34,  -0.60,  0.69,  
7512558, 0.31,  -0.36,  0.77,  21320.60,  0.33,  -0.62,  0.67,  
7513559, 0.31,  -0.35,  0.80,  21322.75,  0.34,  -0.60,  0.68,  
7514558, 0.31,  -0.36,  0.77,  21324.29,  0.34,  -0.61,  0.67,  
7515558, 0.30,  -0.35,  0.78,  21326.94,  0.32,  -0.60,  0.68,  
7516558, 0.31,  -0.35,  0.78,  21331.36,  0.33,  -0.60,  0.67,  
7517558, 0.30,  -0.34,  0.80,  21329.17,  0.33,  -0.59,  0.69,  
7518559, 0.31,  -0.34,  0.78,  21333.45,  0.33,  -0.59,  0.68,  
7519558, 0.30,  -0.32,  0.81,  21333.97,  0.32,  -0.58,  0.70,  
7520559, 0.33,  -0.34,  0.80,  21334.20,  0.34,  -0.58,  0.69,  
7521558, 0.31,  -0.34,  0.78,  21337.53,  0.34,  -0.59,  0.69,  
7522558, 0.33,  -0.31,  0.82,  21337.50,  0.34,  -0.56,  0.71,  
7523559, 0.31,  -0.32,  0.81,  21337.68,  0.33,  -0.57,  0.71,  
7524558, 0.31,  -0.35,  0.81,  21342.02,  0.33,  -0.59,  0.70,  
7525559, 0.31,  -0.35,  0.80,  21342.20,  0.33,  -0.60,  0.70,  
7526558, 0.31,  -0.32,  0.81,  21345.94,  0.33,  -0.57,  0.69,  
7527559, 0.33,  -0.34,  0.80,  21343.06,  0.34,  -0.58,  0.70,  
7528559, 0.33,  -0.32,  0.80,  21346.60,  0.34,  -0.56,  0.68,  
7529559, 0.30,  -0.34,  0.77,  21348.14,  0.32,  -0.58,  0.66,  
7530559, 0.30,  -0.31,  0.80,  21350.00,  0.32,  -0.57,  0.69,  
7531558, 0.31,  -0.34,  0.78,  21348.40,  0.33,  -0.59,  0.68,  
7532559, 0.31,  -0.37,  0.75,  21351.22,  0.33,  -0.63,  0.66,  
7533559, 0.30,  -0.35,  0.80,  21353.28,  0.33,  -0.59,  0.70,  
7534559, 0.31,  -0.34,  0.81,  21353.77,  0.33,  -0.58,  0.71,  
7535559, 0.30,  -0.35,  0.80,  21357.67,  0.32,  -0.61,  0.69,  
7536559, 0.31,  -0.35,  0.80,  21353.87,  0.33,  -0.60,  0.69,  
7537559, 0.30,  -0.34,  0.81,  21357.61,  0.33,  -0.59,  0.70,  
7538560, 0.31,  -0.35,  0.80,  21360.09,  0.34,  -0.60,  0.68,  
7539559, 0.31,  -0.36,  0.78,  21364.24,  0.33,  -0.61,  0.68,  
7540559, 0.30,  -0.36,  0.78,  21362.99,  0.34,  -0.61,  0.68,  
7541559, 0.30,  -0.35,  0.78,  21364.51,  0.32,  -0.60,  0.68,  
7542559, 0.30,  -0.34,  0.78,  21366.84,  0.32,  -0.59,  0.66,  
7543560, 0.31,  -0.32,  0.78,  21368.99,  0.32,  -0.57,  0.68,  
7544559, 0.33,  -0.32,  0.80,  21368.35,  0.34,  -0.56,  0.69,  
7545560, 0.31,  -0.34,  0.78,  21370.02,  0.34,  -0.58,  0.69,  
7546559, 0.31,  -0.36,  0.77,  21371.21,  0.33,  -0.62,  0.67,  
7547559, 0.31,  -0.36,  0.80,  21373.02,  0.33,  -0.61,  0.69,  
7548559, 0.30,  -0.36,  0.81,  21374.74,  0.33,  -0.61,  0.70,  
7549559, 0.31,  -0.35,  0.81,  21377.43,  0.33,  -0.60,  0.71,  
7550560, 0.31,  -0.35,  0.81,  21378.88,  0.34,  -0.60,  0.70,  
7551559, 0.31,  -0.35,  0.78,  21379.67,  0.34,  -0.60,  0.69,  
7552560, 0.31,  -0.34,  0.78,  21381.75,  0.33,  -0.59,  0.67,  
7553559, 0.31,  -0.34,  0.77,  21379.88,  0.33,  -0.58,  0.66,  
7554560, 0.30,  -0.34,  0.78,  21387.94,  0.33,  -0.59,  0.67,  
7555560, 0.30,  -0.35,  0.80,  21389.20,  0.32,  -0.60,  0.68,  
7556559, 0.30,  -0.35,  0.78,  21390.81,  0.32,  -0.60,  0.68,  
7557560, 0.30,  -0.35,  0.78,  21393.09,  0.32,  -0.60,  0.69,  
7558559, 0.31,  -0.36,  0.78,  21393.39,  0.33,  -0.61,  0.68,  
7559560, 0.31,  -0.35,  0.81,  21393.83,  0.33,  -0.60,  0.70,  
7560560, 0.33,  -0.34,  0.81,  21396.67,  0.34,  -0.58,  0.72,  
7561560, 0.31,  -0.34,  0.81,  21398.54,  0.34,  -0.58,  0.70,  
7562560, 0.31,  -0.35,  0.78,  21398.26,  0.34,  -0.59,  0.68,  
7563559, 0.31,  -0.32,  0.80,  21398.67,  0.32,  -0.57,  0.70,  
7564560, 0.33,  -0.31,  0.81,  21402.68,  0.33,  -0.55,  0.70,  
7565560, 0.31,  -0.34,  0.78,  21407.64,  0.33,  -0.58,  0.68,  
7566560, 0.31,  -0.35,  0.80,  21405.41,  0.33,  -0.59,  0.69,  
7567560, 0.31,  -0.36,  0.78,  21408.93,  0.34,  -0.61,  0.68,  
7568560, 0.30,  -0.34,  0.81,  21411.63,  0.32,  -0.59,  0.70,  
7569560, 0.31,  -0.36,  0.80,  21413.45,  0.33,  -0.62,  0.69,  
7570561, 0.31,  -0.35,  0.80,  21415.28,  0.33,  -0.60,  0.70,  
7571560, 0.33,  -0.31,  0.84,  21412.64,  0.34,  -0.56,  0.73,  
7572560, 0.31,  -0.34,  0.81,  21418.64,  0.34,  -0.58,  0.71,  
7573560, 0.33,  -0.32,  0.80,  21421.69,  0.34,  -0.57,  0.70,  
7574560, 0.31,  -0.31,  0.80,  21420.70,  0.33,  -0.56,  0.70,  
7575561, 0.31,  -0.34,  0.78,  21424.08,  0.33,  -0.58,  0.67,  
7576560, 0.31,  -0.31,  0.81,  21425.90,  0.33,  -0.55,  0.72,  
7577561, 0.30,  -0.34,  0.78,  21426.76,  0.32,  -0.59,  0.68,  
7578560, 0.30,  -0.34,  0.78,  21425.41,  0.32,  -0.59,  0.67,  
7579560, 0.31,  -0.34,  0.80,  21428.06,  0.33,  -0.59,  0.68,  
7580560, 0.30,  -0.34,  0.80,  21428.45,  0.32,  -0.59,  0.69,  
7581560, 0.30,  -0.35,  0.80,  21431.10,  0.33,  -0.60,  0.70,  
7582561, 0.31,  -0.35,  0.81,  21435.11,  0.34,  -0.60,  0.70,  
7583560, 0.31,  -0.35,  0.78,  21433.70,  0.33,  -0.61,  0.69,  
7584561, 0.31,  -0.34,  0.81,  21440.84,  0.33,  -0.58,  0.71,  
7585560, 0.30,  -0.34,  0.81,  21438.75,  0.32,  -0.58,  0.70,  
7586561, 0.30,  -0.35,  0.80,  21442.50,  0.33,  -0.59,  0.69,  
7587561, 0.31,  -0.36,  0.77,  21443.51,  0.33,  -0.61,  0.67,  
7588560, 0.31,  -0.35,  0.78,  21446.08,  0.33,  -0.59,  0.67,  
7589561, 0.30,  -0.35,  0.78,  21447.24,  0.32,  -0.60,  0.68,  
7590560, 0.28,  -0.35,  0.78,  21448.66,  0.31,  -0.60,  0.68,  
7591561, 0.30,  -0.34,  0.78,  21451.53,  0.32,  -0.59,  0.68,  
7592561, 0.31,  -0.34,  0.80,  21451.35,  0.32,  -0.58,  0.69,  
7593561, 0.31,  -0.34,  0.80,  21453.67,  0.33,  -0.58,  0.70,  
7594561, 0.31,  -0.34,  0.80,  21461.90,  0.33,  -0.58,  0.69,  
7595560, 0.33,  -0.32,  0.81,  21454.62,  0.34,  -0.57,  0.70,  
7596561, 0.33,  -0.32,  0.81,  21457.28,  0.34,  -0.57,  0.70,  
7597561, 0.33,  -0.32,  0.81,  21461.04,  0.34,  -0.57,  0.71,  
7598561, 0.31,  -0.32,  0.81,  21463.78,  0.34,  -0.57,  0.69,  
7599561, 0.30,  -0.35,  0.78,  21464.79,  0.32,  -0.59,  0.69,  
7600561, 0.30,  -0.34,  0.80,  21470.43,  0.32,  -0.59,  0.68,  
7601561, 0.31,  -0.34,  0.78,  21467.61,  0.32,  -0.57,  0.69,  
7602562, 0.30,  -0.34,  0.78,  21470.08,  0.33,  -0.58,  0.69,  
7603561, 0.31,  -0.34,  0.80,  21471.71,  0.33,  -0.58,  0.68,  
7604561, 0.30,  -0.34,  0.80,  21478.04,  0.33,  -0.58,  0.68,  
7605561, 0.31,  -0.34,  0.80,  21476.29,  0.33,  -0.59,  0.69,  
7606561, 0.31,  -0.34,  0.80,  21474.42,  0.33,  -0.59,  0.70,  
7607562, 0.31,  -0.35,  0.80,  21478.56,  0.33,  -0.60,  0.69,  
7608561, 0.31,  -0.35,  0.80,  21479.16,  0.33,  -0.59,  0.69,  
7609562, 0.31,  -0.34,  0.80,  21482.31,  0.33,  -0.59,  0.69,  
7610561, 0.31,  -0.35,  0.78,  21481.58,  0.33,  -0.59,  0.69,  
7611561, 0.31,  -0.34,  0.78,  21491.61,  0.33,  -0.59,  0.69,  
7612561, 0.30,  -0.34,  0.77,  21487.98,  0.33,  -0.59,  0.67,  
7613561, 0.30,  -0.35,  0.77,  21496.41,  0.33,  -0.60,  0.66,  
7614562, 0.31,  -0.34,  0.77,  21492.63,  0.33,  -0.58,  0.66,  
7615561, 0.30,  -0.34,  0.78,  21497.41,  0.33,  -0.59,  0.69,  
7616562, 0.31,  -0.34,  0.78,  21498.34,  0.33,  -0.59,  0.68,  
7617561, 0.31,  -0.35,  0.80,  21500.19,  0.33,  -0.60,  0.69,  
7618562, 0.31,  -0.34,  0.81,  21500.64,  0.34,  -0.59,  0.71,  
7619562, 0.31,  -0.34,  0.80,  21505.01,  0.34,  -0.59,  0.71,  
7620561, 0.33,  -0.34,  0.80,  21506.92,  0.34,  -0.58,  0.70,  
7621562, 0.34,  -0.32,  0.80,  21510.04,  0.34,  -0.57,  0.69,  
7622561, 0.33,  -0.31,  0.81,  21508.72,  0.33,  -0.56,  0.70,  
7623562, 0.33,  -0.30,  0.80,  21509.84,  0.33,  -0.55,  0.69,  
7624562, 0.33,  -0.30,  0.82,  21513.10,  0.34,  -0.53,  0.73,  
7625562, 0.33,  -0.31,  0.81,  21514.33,  0.33,  -0.55,  0.72,  
7626562, 0.31,  -0.31,  0.81,  21511.70,  0.33,  -0.56,  0.71,  
7627561, 0.31,  -0.35,  0.78,  21518.23,  0.33,  -0.60,  0.68,  
7628562, 0.31,  -0.35,  0.80,  21517.16,  0.33,  -0.60,  0.70,  
7629562, 0.33,  -0.35,  0.81,  21520.85,  0.34,  -0.59,  0.71,  
7630562, 0.31,  -0.34,  0.81,  21522.89,  0.32,  -0.59,  0.70,  
7631562, 0.30,  -0.35,  0.80,  21519.30,  0.32,  -0.60,  0.70,  
7632562, 0.30,  -0.35,  0.80,  21525.42,  0.32,  -0.59,  0.69,  
7633562, 0.30,  -0.35,  0.78,  21523.20,  0.32,  -0.59,  0.67,  
7634563, 0.30,  -0.34,  0.77,  21528.52,  0.32,  -0.59,  0.67,  
7635562, 0.30,  -0.34,  0.78,  21525.88,  0.32,  -0.59,  0.68,  
7636562, 0.30,  -0.35,  0.78,  21530.86,  0.32,  -0.60,  0.68,  
7637562, 0.30,  -0.35,  0.78,  21533.15,  0.32,  -0.60,  0.68,  
7638562, 0.30,  -0.34,  0.81,  21532.02,  0.32,  -0.58,  0.71,  
7639563, 0.31,  -0.34,  0.81,  21537.94,  0.32,  -0.58,  0.71,  
7640562, 0.30,  -0.34,  0.80,  21540.20,  0.31,  -0.59,  0.70,  
7641563, 0.30,  -0.34,  0.80,  21539.28,  0.32,  -0.58,  0.70,  
7642562, 0.30,  -0.35,  0.81,  21544.72,  0.32,  -0.59,  0.70,  
7643563, 0.30,  -0.34,  0.81,  21546.08,  0.32,  -0.58,  0.71,  
7644563, 0.30,  -0.35,  0.80,  21547.32,  0.32,  -0.59,  0.69,  
7645562, 0.28,  -0.34,  0.81,  21552.84,  0.31,  -0.58,  0.70,  
7646563, 0.28,  -0.34,  0.80,  21549.80,  0.31,  -0.59,  0.68,  
7647562, 0.28,  -0.35,  0.77,  21556.98,  0.30,  -0.60,  0.68,  
7648563, 0.28,  -0.32,  0.80,  21553.31,  0.31,  -0.57,  0.69,  
7649562, 0.30,  -0.32,  0.80,  21557.72,  0.31,  -0.56,  0.70,  
7650563, 0.30,  -0.32,  0.80,  21559.02,  0.32,  -0.57,  0.70,  
7651563, 0.30,  -0.34,  0.80,  21566.09,  0.32,  -0.59,  0.70,  
7652562, 0.31,  -0.32,  0.81,  21560.36,  0.31,  -0.57,  0.73,  
7653563, 0.31,  -0.31,  0.82,  21562.75,  0.32,  -0.56,  0.73,  
7654562, 0.31,  -0.30,  0.85,  21564.90,  0.32,  -0.54,  0.75,  
7655563, 0.31,  -0.30,  0.85,  21564.30,  0.32,  -0.53,  0.75,  
7656563, 0.31,  -0.31,  0.82,  21568.99,  0.33,  -0.55,  0.74,  
7657563, 0.31,  -0.32,  0.81,  21567.70,  0.33,  -0.56,  0.72,  
7658563, 0.30,  -0.34,  0.78,  21572.24,  0.32,  -0.58,  0.69,  
7659563, 0.30,  -0.31,  0.81,  21575.61,  0.31,  -0.55,  0.71,  
7660563, 0.31,  -0.30,  0.80,  21576.34,  0.33,  -0.54,  0.71,  
7661563, 0.31,  -0.31,  0.80,  21578.22,  0.33,  -0.55,  0.70,  
7662563, 0.31,  -0.32,  0.80,  21579.47,  0.34,  -0.56,  0.71,  
7663563, 0.31,  -0.32,  0.80,  21579.36,  0.33,  -0.57,  0.70,  
7664563, 0.33,  -0.32,  0.81,  21580.18,  0.34,  -0.57,  0.71,  
7665563, 0.31,  -0.34,  0.81,  21580.67,  0.33,  -0.58,  0.71,  
7666564, 0.31,  -0.34,  0.81,  21582.67,  0.33,  -0.58,  0.73,  
7667563, 0.31,  -0.35,  0.80,  21584.84,  0.33,  -0.60,  0.70,  
7668563, 0.31,  -0.35,  0.80,  21585.39,  0.33,  -0.59,  0.71,  
7669563, 0.31,  -0.36,  0.78,  21588.40,  0.33,  -0.61,  0.69,  
7670563, 0.31,  -0.35,  0.77,  21592.20,  0.33,  -0.60,  0.67,  
7671564, 0.30,  -0.34,  0.77,  21593.67,  0.32,  -0.58,  0.67,  
7672563, 0.30,  -0.35,  0.77,  21594.33,  0.32,  -0.60,  0.67,  
7673564, 0.30,  -0.35,  0.77,  21596.93,  0.33,  -0.60,  0.68,  
7674563, 0.31,  -0.35,  0.77,  21597.97,  0.33,  -0.60,  0.67,  
7675564, 0.31,  -0.34,  0.78,  21598.28,  0.34,  -0.59,  0.68,  
7676563, 0.31,  -0.35,  0.80,  21602.09,  0.34,  -0.60,  0.70,  
7677563, 0.31,  -0.34,  0.81,  21604.10,  0.34,  -0.59,  0.70,  
7678564, 0.30,  -0.34,  0.81,  21604.56,  0.32,  -0.58,  0.72,  
