Time, x, y, z, temperature, BMP_altitude, BMP_temperature, BMP_pressure, Humidity, MPU_acc_x, MPU_acc_y, MPU_acc_z, GYRO_x, GYRO_y, GYRO_z, MAG_x, MAG_y, MAG_z, MPX_pressure
8124578,0.3,-0.35,0.75,1.89,22403.59,14.58,2536.03,86.03,0.32,-0.6,0.68,2.68,-7.38,10.91,125.87,-21.52,47.09,0.39
8125578,0.3,-0.35,0.77,1.89,22404.71,14.59,2535.35,86.08,0.33,-0.59,0.69,-3.9,10.73,-7.93,125.87,-21.52,49.38,0.39
8126579,0.3,-0.35,0.75,1.89,22408.94,14.6,2532.78,86.03,0.33,-0.59,0.69,1.28,-2.62,9.45,123.5,-20.32,47.09,0.39
8127578,0.3,-0.35,0.75,1.89,22405.5,14.61,2534.87,86.05,0.33,-0.6,0.69,9.57,-22.38,32.68,121.12,-8.37,55.13,0.39
8128578,0.3,-0.34,0.77,1.9,22409.48,14.62,2532.45,86.03,0.32,-0.58,0.7,13.78,-31.46,40.98,95,-3.59,72.35,0.39
8129577,0.3,-0.34,0.75,1.9,22414.08,14.63,2531.63,86.05,0.32,-0.59,0.69,5.3,-13.11,21.28,80.75,-17.93,79.24,0.39
8130578,0.3,-0.35,0.75,1.9,22414.2,14.64,2529.59,86.05,0.32,-0.59,0.68,3.96,-9.33,16.28,77.19,-27.49,75.8,0.39
8131578,0.3,-0.34,0.75,1.9,22413.68,14.65,2529.9,86.06,0.32,-0.58,0.68,8.29,-21.34,28.96,77.19,-46.62,74.65,0.39
8132578,0.3,-0.34,0.75,1.9,22418.99,14.65,2526.68,86.06,0.32,-0.59,0.68,8.05,-20.85,28.35,89.06,-63.35,60.87,0.39
8133578,0.3,-0.34,0.75,1.9,22416.1,14.66,2528.43,86.02,0.33,-0.59,0.69,9.21,-22.26,32.38,105.69,-64.55,45.94,0.39
8134578,0.31,-0.34,0.78,1.9,22421.1,14.67,2525.41,86.03,0.33,-0.57,0.71,22.01,-48.84,62.93,127.06,-44.23,42.49,0.39
8135578,0.3,-0.34,0.8,1.9,22419.58,14.68,2526.32,86.06,0.32,-0.57,0.73,19.51,-48.78,61.89,109.25,-9.56,62.02,0.39
8136579,0.3,-0.35,0.78,1.9,22423.89,14.68,2523.71,86.03,0.33,-0.6,0.71,14.82,-35,47.93,87.87,-19.12,78.09,0.39
8137578,0.3,-0.36,0.78,1.9,22424.12,14.69,2523.57,86.02,0.32,-0.6,0.71,7.56,-16.4,22.68,81.94,-40.64,73.5,0.39
8138578,0.3,-0.35,0.78,1.9,22425.94,14.7,2522.48,86.02,0.33,-0.6,0.71,2.56,-7.5,12.07,85.5,-51.4,70.05,0.39
8139578,0.3,-0.36,0.77,1.9,22427.42,14.71,2521.58,86.05,0.33,-0.61,0.71,2.87,-9.33,14.45,87.87,-57.38,63.16,0.39
8140578,0.3,-0.36,0.77,1.9,22432.32,14.72,2518.62,86.05,0.32,-0.6,0.69,0.12,-4.15,9.21,93.81,-59.77,58.57,0.39
8141579,0.28,-0.35,0.77,1.9,22431.36,14.72,2519.2,86.03,0.32,-0.59,0.69,-6.22,15.12,-13.23,96.19,-62.16,58.57,0.39
8142578,0.28,-0.35,0.75,1.9,22433.54,14.73,2517.88,86.08,0.32,-0.59,0.68,-8.17,20.37,-22.2,89.06,-54.98,64.31,0.39
8143579,0.3,-0.35,0.75,1.9,22429.39,14.74,2520.39,86.02,0.33,-0.59,0.68,-4.57,13.78,-13.9,81.94,-44.23,71.2,0.39
8144578,0.3,-0.35,0.75,1.9,22436.91,14.75,2515.84,86.02,0.32,-0.6,0.68,-1.28,4.7,-3.17,81.94,-38.25,73.5,0.39
8145579,0.28,-0.35,0.75,1.9,22436.14,14.76,2516.31,86.06,0.31,-0.6,0.68,-2.74,6.83,-7.74,78.37,-39.45,74.65,0.39
8146579,0.28,-0.34,0.77,1.9,22437.01,14.76,2515.78,86.03,0.31,-0.58,0.7,-16.59,36.65,-43.66,80.75,-26.3,78.09,0.39
8147578,0.31,-0.34,0.77,1.9,22440.27,14.77,2515.75,86.02,0.33,-0.58,0.71,-22.07,49.45,-60.37,96.19,-4.78,70.05,0.39
8148579,0.31,-0.34,0.78,1.9,22444.72,14.79,2511.13,86.06,0.33,-0.58,0.71,-18.54,40.37,-49.82,123.5,-15.54,49.38,0.39
8149578,0.3,-0.35,0.77,1.9,22442.82,14.79,2512.28,86.05,0.33,-0.59,0.7,-12.8,27.8,-33.35,122.31,-49.01,44.79,0.39
8150579,0.3,-0.35,0.78,1.91,22443.44,14.8,2511.9,86.03,0.32,-0.59,0.71,-14.51,31.16,-36.71,109.25,-60.96,48.23,0.39
8151578,0.3,-0.35,0.78,1.91,22446.64,14.81,2509.98,86.03,0.33,-0.59,0.72,-19.7,42.68,-51.65,85.5,-58.57,64.31,0.39
8152579,0.3,-0.34,0.77,1.91,22446.93,14.82,2509.8,86.05,0.33,-0.58,0.71,-20.24,47.99,-57.01,78.37,-29.88,76.95,0.39
8153579,0.3,-0.34,0.77,1.91,22449.76,14.82,2508.09,86.02,0.33,-0.58,0.71,-20.06,46.65,-53.78,102.12,-3.59,68.91,0.39
8154578,0.3,-0.34,0.77,1.91,22448.99,14.83,2508.56,86.03,0.32,-0.58,0.7,-17.74,39.51,-47.2,125.87,-20.32,45.94,0.39
8155579,0.3,-0.34,0.75,1.91,22455.41,14.84,2504.69,86.02,0.33,-0.58,0.7,-14.39,35.61,-43.05,122.31,-53.79,40.2,0.39
8156579,0.3,-0.34,0.75,1.91,22452.87,14.85,2506.22,86.01,0.33,-0.58,0.68,-14.15,32.26,-36.52,99.75,-66.94,50.53,0.39
8157579,0.3,-0.34,0.75,1.91,22457.04,14.85,2503.71,86.03,0.33,-0.58,0.68,-12.07,24.82,-27.62,80.75,-58.57,66.61,0.39
8158579,0.3,-0.35,0.75,1.91,22453.74,14.86,2505.7,86.05,0.32,-0.58,0.68,-7.87,15.06,-15.67,79.56,-47.81,73.5,0.39
8159579,0.28,-0.35,0.75,1.91,22461.36,14.87,2501.12,86.01,0.32,-0.59,0.68,-2.38,2.74,-2.5,80.75,-39.45,73.5,0.43
8160579,0.3,-0.35,0.75,1.91,22455.98,14.88,2504.35,86.03,0.32,-0.59,0.69,-7.13,14.57,-15.61,79.56,-39.45,76.95,0.39
8161580,0.3,-0.35,0.75,1.91,22455.02,14.89,2502.34,86.02,0.33,-0.6,0.69,-7.5,16.89,-17.13,81.94,-26.3,79.24,0.39
8162579,0.3,-0.36,0.75,1.91,22460.24,14.9,2501.79,86.02,0.33,-0.6,0.69,0.3,-1.89,6.28,84.31,-19.12,75.8,0.39
8163579,0.3,-0.36,0.77,1.91,22459.02,14.91,2502.52,86.05,0.32,-0.6,0.71,5.43,-12.56,19.15,79.56,-27.49,78.09,0.39
8164579,0.28,-0.36,0.77,1.91,22463.81,14.92,2499.64,86.02,0.32,-0.6,0.7,0.91,-2.56,5.85,80.75,-33.47,74.65,0.39
8165579,0.3,-0.36,0.77,1.91,22465.06,14.92,2501.43,86.01,0.33,-0.6,0.7,-2.5,2.93,-2.5,79.56,-40.64,75.8,0.39
8166580,0.3,-0.35,0.77,1.91,22462.65,14.93,2500.04,86.05,0.33,-0.6,0.69,1.83,-7.68,10.61,80.75,-40.64,73.5,0.39
8167579,0.3,-0.35,0.75,1.91,22468.89,14.94,2496.59,86.02,0.33,-0.6,0.69,6.22,-16.22,23.35,84.31,-51.4,68.91,0.39
8168580,0.3,-0.35,0.75,1.91,22472.48,14.95,2494.44,86.05,0.32,-0.59,0.7,10.91,-23.35,32.87,95,-63.35,55.13,0.39
8169579,0.3,-0.35,0.75,1.91,22470.77,14.96,2495.46,86.01,0.32,-0.58,0.69,11.4,-24.88,33.11,110.44,-59.77,45.94,0.39
8170579,0.3,-0.34,0.75,1.91,22474.11,14.97,2493.46,86.05,0.32,-0.58,0.69,9.57,-24.51,31.22,123.5,-44.23,44.79,0.39
8171579,0.3,-0.34,0.75,1.91,22472.01,14.98,2494.07,86.01,0.32,-0.59,0.69,12.38,-32.13,42.74,125.87,-22.71,47.09,0.43
8172579,0.3,-0.34,0.77,1.92,22473.58,14.99,2493.78,86.02,0.33,-0.58,0.7,17.26,-38.41,51.16,105.69,-4.78,64.31,0.39
8173580,0.3,-0.34,0.77,1.92,22473.38,14.99,2493.9,86.01,0.33,-0.58,0.71,19.39,-42.87,54.51,81.94,-23.91,78.09,0.39
8174579,0.3,-0.35,0.77,1.92,22477.49,15,2491.44,86.02,0.32,-0.59,0.7,13.41,-32.07,42.5,84.31,-59.77,65.46,0.39
8175580,0.28,-0.35,0.77,1.92,22477.72,15.01,2491.3,86.03,0.32,-0.59,0.7,9.21,-19.09,27.99,100.94,-66.94,48.23,0.39
8176579,0.3,-0.35,0.77,1.92,22481.58,15.02,2488.99,86.01,0.33,-0.6,0.7,10.79,-24.27,32.32,116.37,-53.79,42.49,0.39
8177580,0.3,-0.35,0.77,1.92,22485.11,15.03,2486.87,86.01,0.33,-0.59,0.7,11.95,-29.45,38.41,127.06,-37.05,43.64,0.39
8178580,0.28,-0.35,0.75,1.92,22488.98,15.03,2484.56,86.02,0.32,-0.6,0.7,8.11,-20.37,28.54,122.31,-13.15,51.68,0.39
8179579,0.28,-0.36,0.77,1.92,22482.87,15.04,2488.21,86.01,0.32,-0.6,0.69,2.26,-4.51,9.39,112.81,-4.78,62.02,0.39
8180580,0.3,-0.36,0.77,1.92,22483.17,15.05,2488.03,86.05,0.33,-0.6,0.69,-0.91,4.09,-1.89,110.44,-3.59,62.02,0.39
8181579,0.3,-0.35,0.75,1.92,22485.83,15.06,2486.44,86.13,0.33,-0.6,0.7,1.59,-3.84,7.5,110.44,-1.2,66.61,0.39
8182580,0.3,-0.35,0.75,1.92,22484.11,15.06,2487.47,86.03,0.33,-0.59,0.69,3.35,-10,15.06,98.56,-4.78,70.05,0.39
8183580,0.28,-0.35,0.75,1.92,22489.17,15.07,2484.45,86.05,0.32,-0.6,0.69,-0.43,-1.4,4.88,96.19,-5.98,73.5,0.39
8184580,0.28,-0.35,0.75,1.92,22489.48,15.08,2484.26,85.98,0.32,-0.59,0.69,-5.43,12.56,-11.22,96.19,-8.37,70.05,0.39
8185580,0.3,-0.35,0.74,1.92,22487.25,15.09,2485.59,86.05,0.33,-0.59,0.67,-4.02,9.94,-7.56,103.31,-2.39,67.76,0.39
8186579,0.28,-0.35,0.74,1.92,22491.87,15.09,2481.16,86.03,0.32,-0.59,0.68,1.83,-1.4,5.61,104.5,-2.39,67.76,0.39
8187580,0.28,-0.35,0.75,1.92,22491.86,15.1,2482.84,86.01,0.31,-0.59,0.69,3.35,-4.88,7.07,96.19,-3.59,71.2,0.39
8188580,0.28,-0.35,0.75,1.92,22491.01,15.12,2483.34,86.01,0.32,-0.6,0.69,-5.43,11.46,-13.9,98.56,-3.59,71.2,0.39
8189580,0.3,-0.34,0.77,1.92,22492.73,15.12,2482.32,86.02,0.32,-0.59,0.7,-13.35,27.8,-34.39,109.25,-7.17,66.61,0.39
8190580,0.3,-0.34,0.77,1.92,22495.26,15.13,2480.81,86.06,0.33,-0.58,0.7,-17.74,37.87,-45.55,124.69,-22.71,48.23,0.39
8191580,0.3,-0.35,0.77,1.92,22501.1,15.14,2477.32,86.02,0.33,-0.59,0.71,-16.04,33.6,-41.83,119.94,-51.4,44.79,0.43
8192580,0.3,-0.35,0.78,1.92,22496.89,15.14,2479.84,86.03,0.33,-0.59,0.72,-20.18,43.41,-53.11,98.56,-64.55,55.13,0.39
8193580,0.3,-0.34,0.78,1.92,22499.49,15.15,2478.29,86.02,0.33,-0.58,0.72,-20.85,46.59,-57.32,76,-45.42,76.95,0.39
8194580,0.31,-0.34,0.78,1.92,22500.82,15.16,2477.49,86.02,0.33,-0.58,0.72,-20.79,46.59,-58.23,91.44,-11.95,76.95,0.39
8195580,0.3,-0.34,0.78,1.93,22501.5,15.17,2477.09,86.01,0.33,-0.58,0.72,-20.67,50.49,-60.43,119.94,-10.76,55.13,0.39
8196580,0.3,-0.34,0.78,1.93,22506.21,15.18,2474.28,86.03,0.33,-0.57,0.72,-21.34,50.73,-59.51,121.12,-46.62,41.34,0.39
8197580,0.31,-0.34,0.77,1.93,22505.17,15.18,2474.89,86.03,0.33,-0.58,0.7,-20.49,47.26,-56.16,93.81,-63.35,57.42,0.39
8198580,0.3,-0.34,0.75,1.93,22504.51,15.2,2475.29,86.05,0.33,-0.57,0.7,-17.38,41.46,-47.13,81.94,-38.25,74.65,0.39
8199580,0.3,-0.34,0.74,1.93,22507.81,15.21,2473.32,86.02,0.33,-0.58,0.68,-13.6,30.73,-33.66,89.06,-14.34,74.65,0.39
8200581,0.3,-0.35,0.74,1.93,22507.36,15.22,2473.59,86.01,0.33,-0.59,0.69,-8.48,19.21,-18.35,103.31,-4.78,68.91,0.39
8201580,0.3,-0.35,0.75,1.93,22506.69,15.23,2473.91,86.05,0.32,-0.6,0.69,-2.2,3.6,-1.34,109.25,-5.98,63.16,0.39
8202580,0.28,-0.36,0.75,1.93,22510.13,15.24,2471.94,86.05,0.32,-0.6,0.69,-1.1,0.3,0.85,108.06,-4.78,63.16,0.39
8203580,0.3,-0.35,0.75,1.93,22510.64,15.25,2471.64,86.02,0.33,-0.6,0.69,-5.18,10.49,-10.61,111.62,-5.98,64.31,0.39
8204580,0.3,-0.35,0.75,1.93,22517.4,15.25,2467.62,86.05,0.33,-0.6,0.7,-0.06,1.04,1.95,112.81,-5.98,58.57,0.39
8205581,0.3,-0.35,0.75,1.93,22517.57,15.26,2467.52,86.05,0.33,-0.59,0.7,8.6,-19.39,26.83,106.87,-7.17,65.46,0.43
8206579,0.3,-0.35,0.77,1.93,22513.09,15.27,2470.18,86.03,0.33,-0.59,0.7,10.67,-22.87,31.95,90.25,-13.15,75.8,0.39
8207581,0.3,-0.35,0.77,1.93,22515.56,15.28,2468.71,86.03,0.33,-0.6,0.71,9.76,-21.52,30.18,79.56,-27.49,79.24,0.43
8208580,0.3,-0.35,0.77,1.93,22521.56,15.28,2465.14,86.05,0.33,-0.6,0.7,7.8,-17.8,25.91,78.37,-49.01,71.2,0.39
8209581,0.3,-0.35,0.75,1.93,22522.32,15.29,2464.7,86.05,0.32,-0.6,0.7,7.56,-16.59,25.12,89.06,-59.77,62.02,0.39
8210581,0.3,-0.35,0.75,1.93,22525.95,15.3,2462.54,86.03,0.32,-0.59,0.7,7.74,-16.4,23.23,100.94,-65.74,49.38,0.43
8211580,0.3,-0.35,0.75,1.93,22524.54,15.31,2463.37,86.06,0.32,-0.59,0.7,7.5,-16.4,23.23,116.37,-57.38,42.49,0.39
8212581,0.3,-0.35,0.77,1.93,22529.71,15.31,2460.31,86.03,0.33,-0.59,0.7,8.78,-20.3,28.66,124.69,-46.62,42.49,0.39
8213580,0.3,-0.35,0.75,1.93,22530.4,15.33,2459.9,86.03,0.33,-0.59,0.7,10.12,-24.09,34.63,127.06,-23.91,45.94,0.39
8214581,0.3,-0.35,0.77,1.93,22529.42,15.33,2460.48,86.05,0.33,-0.59,0.7,13.17,-30.43,41.22,116.37,-2.39,59.72,0.43
8215581,0.3,-0.35,0.75,1.93,22529.11,15.34,2460.67,86.03,0.32,-0.59,0.69,11.71,-27.87,37.2,93.81,-9.56,73.5,0.43
8216582,0.3,-0.35,0.75,1.93,22531.39,15.35,2459.39,86.05,0.32,-0.59,0.7,9.82,-24.09,33.05,79.56,-37.05,79.24,0.39
8217581,0.3,-0.34,0.75,1.93,22532.92,15.35,2458.41,86.06,0.32,-0.58,0.69,12.01,-27.62,38.05,80.75,-53.79,67.76,0.39
8218580,0.3,-0.34,0.75,1.93,22536.75,15.36,2456.13,86.02,0.33,-0.58,0.7,15.18,-34.94,47.01,98.56,-63.35,51.68,0.43
8219581,0.3,-0.34,0.75,1.94,22540.4,15.37,2453.98,86.06,0.32,-0.58,0.69,13.84,-32.87,44.33,121.12,-46.62,42.49,0.39
8220580,0.3,-0.35,0.77,1.94,22536.28,15.38,2456.41,86.05,0.33,-0.59,0.7,11.71,-25.55,37.13,123.5,-16.73,49.38,0.39
8221582,0.3,-0.35,0.77,1.94,22539.62,15.38,2454.48,86.05,0.33,-0.59,0.69,15.18,-33.48,45.61,106.87,-5.98,65.46,0.43
8222581,0.3,-0.35,0.77,1.94,22535.69,15.39,2456.77,86.03,0.33,-0.59,0.72,15,-34.63,46.16,79.56,-17.93,76.95,0.43
8223581,0.3,-0.35,0.77,1.94,22546.08,15.4,2450.62,86.02,0.32,-0.6,0.7,10.91,-26.22,35.06,80.75,-49.01,71.2,0.39
8224581,0.3,-0.36,0.75,1.94,22543.5,15.41,2452.14,86.03,0.32,-0.6,0.7,5,-11.52,18.17,91.44,-60.96,60.87,0.39
8225581,0.3,-0.35,0.77,1.94,22548.05,15.41,2449.45,86.06,0.32,-0.6,0.7,3.48,-8.05,13.66,98.56,-65.74,55.13,0.39
8226581,0.3,-0.35,0.75,1.94,22550.02,15.42,2448.29,86.02,0.32,-0.6,0.7,3.05,-9.88,15.3,103.31,-64.55,48.23,0.39
8227581,0.28,-0.36,0.75,1.94,22551.81,15.43,2447.23,86.05,0.32,-0.6,0.69,2.38,-6.83,11.28,111.62,-58.57,43.64,0.39
8228581,0.28,-0.35,0.75,1.94,22549.81,15.44,2448.41,86.08,0.32,-0.6,0.69,-2.38,4.45,-2.62,115.19,-54.98,42.49,0.39
8229581,0.28,-0.35,0.75,1.94,22555.53,15.45,2445.04,86.06,0.32,-0.59,0.69,-5.98,13.6,-14.15,114,-60.96,42.49,0.39
8230581,0.28,-0.35,0.75,1.94,22558.67,15.45,2443.18,86.02,0.32,-0.6,0.68,-5.73,14.82,-15.98,104.5,-63.35,47.09,0.39
8231581,0.28,-0.35,0.75,1.94,22554.41,15.46,2444.4,86.05,0.32,-0.59,0.68,-4.88,14.94,-14.82,95,-68.13,56.27,0.43
8232582,0.28,-0.35,0.75,1.94,22558.46,15.47,2443.31,86.03,0.32,-0.59,0.7,-7.44,17.87,-18.35,85.5,-60.96,62.02,0.39
8233581,0.28,-0.35,0.75,1.94,22563.8,15.47,2440.16,86.02,0.32,-0.59,0.69,-12.68,27.56,-30.98,80.75,-47.81,72.35,0.39
8234582,0.3,-0.35,0.75,1.94,22568.69,15.48,2437.28,86.02,0.33,-0.59,0.7,-13.29,29.76,-34.51,81.94,-26.3,76.95,0.39
8235581,0.3,-0.35,0.75,1.94,22569.45,15.49,2436.83,86.03,0.32,-0.59,0.7,-13.41,30.85,-35.67,97.37,-9.56,74.65,0.43
8236581,0.3,-0.35,0.77,1.94,22561.51,15.5,2441.51,86.03,0.33,-0.59,0.7,-13.66,29.63,-34.21,110.44,-9.56,62.02,0.43
8237582,0.3,-0.35,0.77,1.94,22565.88,15.51,2438.93,86.02,0.33,-0.59,0.69,-14.7,30.06,-35.98,124.69,-22.71,44.79,0.43
8238581,0.3,-0.35,0.77,1.94,22574.84,15.52,2433.66,86.06,0.33,-0.59,0.7,-14.09,30.55,-36.83,123.5,-50.2,41.34,0.39
8239582,0.3,-0.35,0.77,1.94,22571.21,15.53,2435.8,86.03,0.33,-0.6,0.71,-13.78,30.73,-35.18,108.06,-64.55,47.09,0.43
8240581,0.3,-0.35,0.77,1.94,22575.21,15.54,2433.45,86.05,0.33,-0.59,0.71,-13.54,29.45,-32.8,87.87,-60.96,59.72,0.39
8241582,0.3,-0.35,0.77,1.95,22576.23,15.54,2433.57,86.05,0.32,-0.59,0.7,-13.96,30.67,-35.85,79.56,-43.03,73.5,0.43
8242582,0.3,-0.34,0.75,1.95,22572.92,15.55,2434.79,86.02,0.33,-0.59,0.69,-17.5,39.45,-45.91,86.69,-17.93,74.65,0.39
8243581,0.3,-0.34,0.74,1.95,22578.08,15.56,2431.76,86.06,0.33,-0.58,0.69,-13.35,27.87,-32.07,104.5,-7.17,66.61,0.39
8244582,0.3,-0.34,0.74,1.95,22580.98,15.57,2430.05,86.02,0.32,-0.58,0.68,-11.1,24.7,-27.01,117.56,-10.76,56.27,0.39
8245581,0.3,-0.35,0.75,1.95,22583.44,15.58,2428.61,86.02,0.32,-0.59,0.68,-9.33,21.52,-22.38,122.31,-23.91,47.09,0.39
8246583,0.28,-0.35,0.75,1.95,22581.23,15.58,2427.36,86.03,0.32,-0.59,0.68,-8.72,21.52,-21.28,124.69,-33.47,40.2,0.43
8247582,0.3,-0.35,0.75,1.95,22586.98,15.59,2426.53,86.02,0.32,-0.59,0.7,-10.49,23.72,-24.7,121.12,-47.81,41.34,0.43
8248582,0.3,-0.35,0.75,1.95,22588,15.6,2425.93,86.03,0.32,-0.6,0.7,-10.91,24.09,-26.65,111.62,-60.96,44.79,0.43
8249582,0.3,-0.35,0.75,1.95,22590.14,15.61,2424.68,86.03,0.33,-0.6,0.7,-8.6,21.52,-23.48,95,-65.74,55.13,0.43
8250582,0.3,-0.35,0.75,1.95,22592.72,15.62,2423.17,86.03,0.33,-0.6,0.7,-2.99,8.41,-7.13,89.06,-59.77,62.02,0.43
8251581,0.3,-0.35,0.75,1.95,22588.62,15.62,2424.2,86.06,0.32,-0.6,0.69,-2.13,5,-3.54,84.31,-59.77,64.31,0.43
8252582,0.3,-0.35,0.77,1.95,22594.25,15.63,2422.27,86.03,0.32,-0.6,0.7,-4.7,8.11,-8.05,86.69,-58.57,63.16,0.39
8253582,0.3,-0.35,0.75,1.95,22592.82,15.64,2423.11,86.06,0.33,-0.6,0.69,-3.66,3.96,-3.54,81.94,-56.18,65.46,0.39
8254582,0.3,-0.35,0.75,1.95,22595.27,15.64,2421.68,86.05,0.33,-0.6,0.69,-0.49,-1.04,3.84,86.69,-57.38,63.16,0.39
8255582,0.3,-0.35,0.75,1.95,22596.49,15.66,2420.96,86.05,0.33,-0.6,0.69,4.09,-8.66,14.94,87.87,-59.77,59.72,0.39
8256581,0.3,-0.34,0.75,1.95,22593.3,15.66,2418.72,86.03,0.32,-0.59,0.69,11.4,-24.51,32.99,100.94,-62.16,52.83,0.43
8257582,0.3,-0.34,0.75,1.95,22595.82,15.67,2421.35,86.02,0.32,-0.58,0.69,13.29,-32.01,40.49,117.56,-52.59,41.34,0.39
8258582,0.3,-0.35,0.75,1.95,22600.3,15.68,2418.73,86.02,0.33,-0.58,0.7,12.32,-30.43,39.33,127.06,-29.88,42.49,0.39
8259582,0.3,-0.35,0.75,1.95,22601.32,15.69,2418.14,86.05,0.32,-0.59,0.7,14.39,-31.89,42.8,118.75,-9.56,55.13,0.43
8260582,0.3,-0.34,0.77,1.95,22603.97,15.7,2416.59,86.03,0.33,-0.58,0.7,16.95,-36.65,48.11,93.81,-9.56,75.8,0.43
8261581,0.3,-0.34,0.77,1.95,22603.9,15.7,2414.04,86.05,0.33,-0.58,0.7,15.43,-35.37,47.26,78.37,-41.84,73.5,0.43
8262582,0.3,-0.35,0.77,1.95,22607.53,15.71,2414.5,86.02,0.32,-0.6,0.7,11.83,-24.45,34.63,85.5,-60.96,62.02,0.39
8263582,0.3,-0.35,0.77,1.96,22610.65,15.72,2412.69,86.03,0.33,-0.6,0.7,11.22,-24.88,33.84,104.5,-65.74,49.38,0.43
8264583,0.3,-0.35,0.77,1.96,22608.69,15.72,2413.83,86.02,0.33,-0.59,0.71,14.21,-33.41,43.48,121.12,-46.62,41.34,0.43
8265582,0.3,-0.35,0.77,1.96,22606.14,15.73,2415.32,86.02,0.32,-0.59,0.71,12.5,-29.15,38.96,125.87,-19.12,49.38,0.43
8266583,0.28,-0.35,0.75,1.96,22613.16,15.74,2411.22,86.05,0.33,-0.6,0.7,7.74,-15.79,22.68,111.62,-3.59,64.31,0.39
8267582,0.28,-0.35,0.77,1.96,22611.73,15.74,2412.06,86.03,0.32,-0.6,0.7,2.01,-3.66,7.07,103.31,-4.78,68.91,0.39
8268582,0.3,-0.35,0.75,1.96,22615.87,15.75,2409.64,86.06,0.33,-0.59,0.69,3.41,-8.11,12.99,95,-5.98,72.35,0.39
8269583,0.3,-0.35,0.75,1.96,22615.14,15.76,2410.06,86.05,0.33,-0.59,0.69,7.32,-18.54,26.04,86.69,-17.93,74.65,0.39
8270582,0.3,-0.34,0.75,1.96,22619.57,15.77,2407.48,86.03,0.32,-0.59,0.69,8.41,-18.05,26.04,78.37,-29.88,74.65,0.43
8271583,0.28,-0.35,0.75,1.96,22621.64,15.78,2406.27,86.03,0.32,-0.58,0.68,5.98,-12.93,19.15,78.37,-46.62,72.35,0.39
8272582,0.28,-0.35,0.75,1.96,22620,15.79,2403.89,86.06,0.32,-0.59,0.69,2.56,-8.11,12.68,81.94,-53.79,67.76,0.39
8273583,0.28,-0.35,0.75,1.96,22625.48,15.79,2404.04,86.01,0.32,-0.59,0.69,-1.16,-0.49,2.8,87.87,-59.77,59.72,0.39
8274583,0.28,-0.35,0.75,1.96,22623.43,15.81,2405.23,86.05,0.32,-0.6,0.69,-4.45,7.68,-6.95,87.87,-60.96,60.87,0.39
8275582,0.3,-0.35,0.75,1.96,22626.5,15.81,2403.45,86.05,0.32,-0.6,0.69,-3.9,7.8,-6.04,85.5,-58.57,62.02,0.39
8276583,0.3,-0.35,0.75,1.96,22627.6,15.82,2402.8,86.03,0.32,-0.6,0.7,-2.74,7.38,-5.3,81.94,-54.98,67.76,0.39
8277582,0.28,-0.35,0.75,1.96,22624.97,15.83,2404.34,86.03,0.32,-0.6,0.7,-4.39,11.46,-10.18,83.12,-50.2,70.05,0.39
8278583,0.28,-0.35,0.75,1.96,22632.16,15.83,2400.16,86.12,0.32,-0.6,0.7,-8.17,18.72,-19.39,79.56,-44.23,72.35,0.39
8279583,0.3,-0.35,0.77,1.96,22634.88,15.85,2398.57,86.03,0.32,-0.6,0.7,-10.73,25.3,-28.84,79.56,-28.69,79.24,0.39
8280583,0.3,-0.35,0.77,1.96,22627.5,15.85,2402.87,86.05,0.32,-0.6,0.71,-13.05,30.67,-35,90.25,-7.17,74.65,0.43
8281583,0.3,-0.35,0.77,1.96,22636.49,15.87,2397.64,86.05,0.32,-0.59,0.71,-13.48,31.46,-36.28,110.44,-4.78,63.16,0.43
8282583,0.3,-0.35,0.75,1.96,22640.02,15.87,2395.59,86.02,0.33,-0.59,0.7,-13.17,28.78,-33.41,123.5,-20.32,48.23,0.43
8283583,0.3,-0.35,0.75,1.96,22637.99,15.88,2396.77,86.02,0.33,-0.6,0.7,-12.74,26.77,-31.65,125.87,-39.45,39.05,0.39
8284583,0.3,-0.35,0.77,1.96,22639.74,15.89,2395.75,86.2,0.33,-0.59,0.7,-11.34,25.55,-29.82,112.81,-59.77,42.49,0.43
8285583,0.3,-0.35,0.75,1.97,22642.22,15.89,2394.31,86.02,0.33,-0.59,0.69,-10.49,23.23,-26.71,98.56,-68.13,50.53,0.43
8286583,0.05,0.22,0.13,1.97,22646.21,15.9,2392,86.05,0.06,0.01,-0.06,-43.9,12.13,-25.3,80.75,-62.16,63.16,0.43
8287583,0.05,0.22,0.13,1.97,22648.63,15.91,2390.6,86.05,0.05,0,-0.06,-10.37,26.46,-34.45,61.75,-41.84,80.39,0.43
8288583,0.05,0.2,0.14,1.97,22640.23,15.92,2395.47,86.05,0.06,-0.01,-0.03,-24.27,65.3,-5.79,84.31,10.76,74.65,0.39
8289583,-0.27,0.23,0.29,1.97,22639.95,15.93,2394.41,86.02,-0.34,-0.06,0.23,99.27,-246.71,-13.23,58.19,58.57,36.75,0.43
8290583,-0.36,0.33,0.34,1.97,22631.36,15.94,2400.62,86.02,-0.35,0.07,0.15,277.62,-61.46,-40.85,67.69,46.62,55.13,0.43
8291584,-0.02,0.15,0.21,1.97,22617.39,15.94,2408.75,86.02,-0.01,-0.07,0.06,72.99,52.44,-37.07,105.69,46.62,24.12,0.43
